instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,last_modified
3540,2011-06-01,2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34.0,173,207,2023-03-23 02:00:13.197726
3541,2011-06-01,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31.0,84,115,2023-03-23 02:00:13.197726
3542,2011-06-01,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,26.0,86,112,2023-03-23 02:00:13.197726
3543,2011-06-01,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,32.0,137,169,2023-03-23 02:00:13.197726
3544,2011-06-01,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,29.0,125,154,2023-03-23 02:00:13.197726
3545,2011-06-01,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40.0,105,145,2023-03-23 02:00:13.197726
3546,2011-06-01,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25.0,127,152,2023-03-23 02:00:13.197726
3547,2011-06-01,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,39.0,227,266,2023-03-23 02:00:13.197726
3548,2011-06-01,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,52.0,434,486,2023-03-23 02:00:13.197726
3549,2011-06-01,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31.0,278,309,2023-03-23 02:00:13.197726
3550,2011-06-01,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16.0,248,264,2023-03-23 02:00:13.197726
3551,2011-06-01,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23.0,233,256,2023-03-23 02:00:13.197726
3552,2011-06-01,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,29.0,161,190,2023-03-23 02:00:13.197726
3553,2011-06-01,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,14.0,115,129,2023-03-23 02:00:13.197726
3554,2011-06-01,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10.0,59,69,2023-03-23 02:00:13.197726
3555,2011-06-02,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11.0,31,42,2023-03-23 02:00:13.197726
3556,2011-06-02,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,3.0,12,15,2023-03-23 02:00:13.197726
3557,2011-06-02,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,0.0,6,6,2023-03-23 02:00:13.197726
3558,2011-06-02,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0.0,4,4,2023-03-23 02:00:13.197726
3559,2011-06-02,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,0.0,3,3,2023-03-23 02:00:13.197726
3560,2011-06-02,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3.0,28,31,2023-03-23 02:00:13.197726
3561,2011-06-02,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7.0,106,113,2023-03-23 02:00:13.197726
3562,2011-06-02,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19.0,285,304,2023-03-23 02:00:13.197726
3563,2011-06-02,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25.0,442,467,2023-03-23 02:00:13.197726
3564,2011-06-02,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28.0,197,225,2023-03-23 02:00:13.197726
3565,2011-06-02,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33.0,106,139,2023-03-23 02:00:13.197726
3566,2011-06-02,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42.0,123,165,2023-03-23 02:00:13.197726
3567,2011-06-02,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39.0,193,232,2023-03-23 02:00:13.197726
3568,2011-06-02,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35.0,168,203,2023-03-23 02:00:13.197726
3569,2011-06-02,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43.0,142,185,2023-03-23 02:00:13.197726
3570,2011-06-02,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44.0,144,188,2023-03-23 02:00:13.197726
3571,2011-06-02,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63.0,255,318,2023-03-23 02:00:13.197726
3572,2011-06-02,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88.0,484,572,2023-03-23 02:00:13.197726
3573,2011-06-02,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74.0,451,525,2023-03-23 02:00:13.197726
3574,2011-06-02,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58.0,321,379,2023-03-23 02:00:13.197726
3575,2011-06-02,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,51.0,286,337,2023-03-23 02:00:13.197726
3576,2011-06-02,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,33.0,215,248,2023-03-23 02:00:13.197726
3577,2011-06-02,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14.0,141,155,2023-03-23 02:00:13.197726
3578,2011-06-02,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23.0,89,112,2023-03-23 02:00:13.197726
3579,2011-06-03,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15.0,53,68,2023-03-23 02:00:13.197726
3580,2011-06-03,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7.0,15,22,2023-03-23 02:00:13.197726
3581,2011-06-03,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0.0,12,12,2023-03-23 02:00:13.197726
3582,2011-06-03,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0.0,5,5,2023-03-23 02:00:13.197726
3583,2011-06-03,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1.0,5,6,2023-03-23 02:00:13.197726
3584,2011-06-03,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4.0,24,28,2023-03-23 02:00:13.197726
3585,2011-06-03,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8.0,98,106,2023-03-23 02:00:13.197726
3586,2011-06-03,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25.0,252,277,2023-03-23 02:00:13.197726
3587,2011-06-03,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31.0,471,502,2023-03-23 02:00:13.197726
3588,2011-06-03,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36.0,194,230,2023-03-23 02:00:13.197726
3589,2011-06-03,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54.0,107,161,2023-03-23 02:00:13.197726
3590,2011-06-03,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57.0,135,192,2023-03-23 02:00:13.197726
3591,2011-06-03,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51.0,208,259,2023-03-23 02:00:13.197726
3592,2011-06-03,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58.0,190,248,2023-03-23 02:00:13.197726
3593,2011-06-03,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66.0,174,240,2023-03-23 02:00:13.197726
3594,2011-06-03,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56.0,156,212,2023-03-23 02:00:13.197726
3595,2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63.0,286,349,2023-03-23 02:00:13.197726
3596,2011-06-03,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73.0,485,558,2023-03-23 02:00:13.197726
3597,2011-06-03,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76.0,488,564,2023-03-23 02:00:13.197726
3598,2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53.0,338,391,2023-03-23 02:00:13.197726
3599,2011-06-03,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57.0,236,293,2023-03-23 02:00:13.197726
3600,2011-06-03,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51.0,196,247,2023-03-23 02:00:13.197726
3601,2011-06-03,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,26.0,145,171,2023-03-23 02:00:13.197726
3602,2011-06-03,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30.0,141,171,2023-03-23 02:00:13.197726
3603,2011-06-04,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,24.0,69,93,2023-03-23 02:00:13.197726
3604,2011-06-04,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14.0,80,94,2023-03-23 02:00:13.197726
3605,2011-06-04,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,18.0,41,59,2023-03-23 02:00:13.197726
3606,2011-06-04,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8.0,10,18,2023-03-23 02:00:13.197726
3607,2011-06-04,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4.0,11,15,2023-03-23 02:00:13.197726
3608,2011-06-04,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,3.0,5,8,2023-03-23 02:00:13.197726
3609,2011-06-04,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,11.0,17,28,2023-03-23 02:00:13.197726
3610,2011-06-04,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,27.0,60,87,2023-03-23 02:00:13.197726
3611,2011-06-04,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29.0,96,125,2023-03-23 02:00:13.197726
3612,2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55.0,169,224,2023-03-23 02:00:13.197726
3613,2011-06-04,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115.0,202,317,2023-03-23 02:00:13.197726
3614,2011-06-04,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120.0,249,369,2023-03-23 02:00:13.197726
3615,2011-06-04,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150.0,270,420,2023-03-23 02:00:13.197726
3616,2011-06-04,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188.0,268,456,2023-03-23 02:00:13.197726
3617,2011-06-04,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193.0,258,451,2023-03-23 02:00:13.197726
3618,2011-06-04,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180.0,224,404,2023-03-23 02:00:13.197726
3619,2011-06-04,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168.0,272,440,2023-03-23 02:00:13.197726
3620,2011-06-04,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142.0,202,344,2023-03-23 02:00:13.197726
3621,2011-06-04,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127.0,214,341,2023-03-23 02:00:13.197726
3622,2011-06-04,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79.0,206,285,2023-03-23 02:00:13.197726
3623,2011-06-04,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90.0,149,239,2023-03-23 02:00:13.197726
3624,2011-06-04,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46.0,139,185,2023-03-23 02:00:13.197726
3625,2011-06-04,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49.0,141,190,2023-03-23 02:00:13.197726
3626,2011-06-04,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,29.0,121,150,2023-03-23 02:00:13.197726
3627,2011-06-05,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23.0,90,113,2023-03-23 02:00:13.197726
3628,2011-06-05,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26.0,70,96,2023-03-23 02:00:13.197726
3629,2011-06-05,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16.0,48,64,2023-03-23 02:00:13.197726
3630,2011-06-05,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22.0,25,47,2023-03-23 02:00:13.197726
3631,2011-06-05,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4.0,8,12,2023-03-23 02:00:13.197726
3632,2011-06-05,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1.0,5,6,2023-03-23 02:00:13.197726
3633,2011-06-05,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10.0,11,21,2023-03-23 02:00:13.197726
3634,2011-06-05,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8.0,19,27,2023-03-23 02:00:13.197726
3635,2011-06-05,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24.0,74,98,2023-03-23 02:00:13.197726
3636,2011-06-05,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,53.0,111,164,2023-03-23 02:00:13.197726
3637,2011-06-05,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83.0,168,251,2023-03-23 02:00:13.197726
3638,2011-06-05,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121.0,214,335,2023-03-23 02:00:13.197726
3639,2011-06-05,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123.0,212,335,2023-03-23 02:00:13.197726
3640,2011-06-05,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154.0,213,367,2023-03-23 02:00:13.197726
3641,2011-06-05,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161.0,224,385,2023-03-23 02:00:13.197726
3642,2011-06-05,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,161.0,256,417,2023-03-23 02:00:13.197726
3643,2011-06-05,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138.0,260,398,2023-03-23 02:00:13.197726
3644,2011-06-05,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126.0,264,390,2023-03-23 02:00:13.197726
3645,2011-06-05,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124.0,239,363,2023-03-23 02:00:13.197726
3646,2011-06-05,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108.0,249,357,2023-03-23 02:00:13.197726
3647,2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84.0,195,279,2023-03-23 02:00:13.197726
3648,2011-06-05,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54.0,111,165,2023-03-23 02:00:13.197726
3649,2011-06-05,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36.0,94,130,2023-03-23 02:00:13.197726
3650,2011-06-05,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25.0,61,86,2023-03-23 02:00:13.197726
3651,2011-06-06,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11.0,18,29,2023-03-23 02:00:13.197726
3652,2011-06-06,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9.0,5,14,2023-03-23 02:00:13.197726
3653,2011-06-06,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4.0,4,8,2023-03-23 02:00:13.197726
3654,2011-06-06,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2.0,3,5,2023-03-23 02:00:13.197726
3655,2011-06-06,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4.0,4,8,2023-03-23 02:00:13.197726
3656,2011-06-06,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7.0,24,31,2023-03-23 02:00:13.197726
3657,2011-06-06,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11.0,101,112,2023-03-23 02:00:13.197726
3658,2011-06-06,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18.0,281,299,2023-03-23 02:00:13.197726
3659,2011-06-06,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28.0,410,438,2023-03-23 02:00:13.197726
3660,2011-06-06,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26.0,162,188,2023-03-23 02:00:13.197726
3661,2011-06-06,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31.0,64,95,2023-03-23 02:00:13.197726
3662,2011-06-06,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39.0,72,111,2023-03-23 02:00:13.197726
3663,2011-06-06,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25.0,128,153,2023-03-23 02:00:13.197726
3664,2011-06-06,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28.0,152,180,2023-03-23 02:00:13.197726
3665,2011-06-06,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46.0,99,145,2023-03-23 02:00:13.197726
3666,2011-06-06,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38.0,127,165,2023-03-23 02:00:13.197726
3667,2011-06-06,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34.0,233,267,2023-03-23 02:00:13.197726
3668,2011-06-06,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63.0,516,579,2023-03-23 02:00:13.197726
3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56.0,500,556,2023-03-23 02:00:13.197726
3670,2011-06-06,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64.0,343,407,2023-03-23 02:00:13.197726
3671,2011-06-06,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59.0,277,336,2023-03-23 02:00:13.197726
3672,2011-06-06,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29.0,160,189,2023-03-23 02:00:13.197726
3673,2011-06-06,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36.0,137,173,2023-03-23 02:00:13.197726
3674,2011-06-06,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5.0,55,60,2023-03-23 02:00:13.197726
3675,2011-06-07,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5.0,15,20,2023-03-23 02:00:13.197726
3676,2011-06-07,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2.0,2,4,2023-03-23 02:00:13.197726
3677,2011-06-07,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3.0,2,5,2023-03-23 02:00:13.197726
3678,2011-06-07,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1.0,1,2,2023-03-23 02:00:13.197726
3679,2011-06-07,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2.0,3,5,2023-03-23 02:00:13.197726
3680,2011-06-07,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2.0,30,32,2023-03-23 02:00:13.197726
3681,2011-06-07,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10.0,116,126,2023-03-23 02:00:13.197726
3682,2011-06-07,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,23.0,311,334,2023-03-23 02:00:13.197726
3683,2011-06-07,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45.0,432,477,2023-03-23 02:00:13.197726
3684,2011-06-07,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27.0,190,217,2023-03-23 02:00:13.197726
3685,2011-06-07,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,37.0,86,123,2023-03-23 02:00:13.197726
3686,2011-06-07,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,38.0,113,151,2023-03-23 02:00:13.197726
3687,2011-06-07,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42.0,141,183,2023-03-23 02:00:13.197726
3688,2011-06-07,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55.0,141,196,2023-03-23 02:00:13.197726
3689,2011-06-07,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34.0,112,146,2023-03-23 02:00:13.197726
3690,2011-06-07,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56.0,127,183,2023-03-23 02:00:13.197726
3691,2011-06-07,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55.0,253,308,2023-03-23 02:00:13.197726
3692,2011-06-07,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64.0,475,539,2023-03-23 02:00:13.197726
3693,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72.0,479,551,2023-03-23 02:00:13.197726
3694,2011-06-07,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69.0,355,424,2023-03-23 02:00:13.197726
3695,2011-06-07,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45.0,301,346,2023-03-23 02:00:13.197726
3696,2011-06-07,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31.0,187,218,2023-03-23 02:00:13.197726
3697,2011-06-07,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27.0,126,153,2023-03-23 02:00:13.197726
3698,2011-06-07,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18.0,72,90,2023-03-23 02:00:13.197726
3699,2011-06-08,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12.0,29,41,2023-03-23 02:00:13.197726
3700,2011-06-08,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,3.0,20,23,2023-03-23 02:00:13.197726
3701,2011-06-08,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0.0,7,7,2023-03-23 02:00:13.197726
3702,2011-06-08,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2.0,1,3,2023-03-23 02:00:13.197726
3703,2011-06-08,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0.0,6,6,2023-03-23 02:00:13.197726
3704,2011-06-08,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0.0,21,21,2023-03-23 02:00:13.197726
3705,2011-06-08,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13.0,103,116,2023-03-23 02:00:13.197726
3706,2011-06-08,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24.0,329,353,2023-03-23 02:00:13.197726
3707,2011-06-08,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46.0,435,481,2023-03-23 02:00:13.197726
3708,2011-06-08,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34.0,168,202,2023-03-23 02:00:13.197726
3709,2011-06-08,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27.0,63,90,2023-03-23 02:00:13.197726
3710,2011-06-08,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28.0,106,134,2023-03-23 02:00:13.197726
3711,2011-06-08,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15.0,134,149,2023-03-23 02:00:13.197726
3712,2011-06-08,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20.0,116,136,2023-03-23 02:00:13.197726
3713,2011-06-08,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44.0,111,155,2023-03-23 02:00:13.197726
3714,2011-06-08,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28.0,100,128,2023-03-23 02:00:13.197726
3715,2011-06-08,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34.0,199,233,2023-03-23 02:00:13.197726
3716,2011-06-08,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80.0,426,506,2023-03-23 02:00:13.197726
3717,2011-06-08,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61.0,398,459,2023-03-23 02:00:13.197726
3718,2011-06-08,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61.0,323,384,2023-03-23 02:00:13.197726
3719,2011-06-08,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55.0,225,280,2023-03-23 02:00:13.197726
3720,2011-06-08,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,34.0,168,202,2023-03-23 02:00:13.197726
3721,2011-06-08,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37.0,139,176,2023-03-23 02:00:13.197726
3722,2011-06-08,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,18.0,98,116,2023-03-23 02:00:13.197726
3723,2011-06-09,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7.0,40,47,2023-03-23 02:00:13.197726
3724,2011-06-09,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3.0,13,16,2023-03-23 02:00:13.197726
3725,2011-06-09,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0.0,6,6,2023-03-23 02:00:13.197726
3726,2011-06-09,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0.0,2,2,2023-03-23 02:00:13.197726
3727,2011-06-09,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,2.0,4,6,2023-03-23 02:00:13.197726
3728,2011-06-09,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1.0,19,20,2023-03-23 02:00:13.197726
3729,2011-06-09,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13.0,105,118,2023-03-23 02:00:13.197726
3730,2011-06-09,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,31.0,283,314,2023-03-23 02:00:13.197726
3731,2011-06-09,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32.0,400,432,2023-03-23 02:00:13.197726
3732,2011-06-09,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0.0,20.0,148,168,2023-03-23 02:00:13.197726
3733,2011-06-09,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20.0,74,94,2023-03-23 02:00:13.197726
3734,2011-06-09,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36.0,82,118,2023-03-23 02:00:13.197726
3735,2011-06-09,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,40.0,100,140,2023-03-23 02:00:13.197726
3736,2011-06-09,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18.0,118,136,2023-03-23 02:00:13.197726
3737,2011-06-09,2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194,25.0,93,118,2023-03-23 02:00:13.197726
3738,2011-06-09,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18.0,86,104,2023-03-23 02:00:13.197726
3739,2011-06-09,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30.0,170,200,2023-03-23 02:00:13.197726
3740,2011-06-09,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54.0,355,409,2023-03-23 02:00:13.197726
3741,2011-06-09,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,52.0,414,466,2023-03-23 02:00:13.197726
3742,2011-06-09,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55.0,271,326,2023-03-23 02:00:13.197726
3743,2011-06-09,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194,40.0,214,254,2023-03-23 02:00:13.197726
3744,2011-06-09,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0.0,29.0,142,171,2023-03-23 02:00:13.197726
