instant,date,season,year,month,hour,holiday,weekday,day_type,weather,temperature,warming_sensation,humidity,windspeed,casual,registered,count,last_modified
4061,2011-06-23,3,0,6,2,0,4,1,1,0.72,0.697,0.74,0.2239,0.0,4,4,2023-03-22 23:15:29.759033
4062,2011-06-23,3,0,6,3,0,4,1,2,0.72,0.697,0.74,0.1642,1.0,4,5,2023-03-22 23:15:29.759033
4063,2011-06-23,3,0,6,4,0,4,1,2,0.7,0.6667,0.79,0.1343,0.0,7,7,2023-03-22 23:15:29.759033
4064,2011-06-23,3,0,6,5,0,4,1,1,0.72,0.697,0.74,0.1642,2.0,22,24,2023-03-22 23:15:29.759033
4065,2011-06-23,3,0,6,6,0,4,1,1,0.72,0.697,0.74,0.1642,8.0,92,100,2023-03-22 23:15:29.759033
4066,2011-06-23,3,0,6,7,0,4,1,2,0.72,0.697,0.74,0.1343,26.0,301,327,2023-03-22 23:15:29.759033
4067,2011-06-23,3,0,6,8,0,4,1,2,0.74,0.697,0.7,0.194,20.0,412,432,2023-03-22 23:15:29.759033
4068,2011-06-23,3,0,6,9,0,4,1,2,0.74,0.697,0.7,0.1343,33.0,194,227,2023-03-22 23:15:29.759033
4069,2011-06-23,3,0,6,10,0,4,1,2,0.76,0.7273,0.66,0.1343,39.0,88,127,2023-03-22 23:15:29.759033
4070,2011-06-23,3,0,6,11,0,4,1,3,0.76,0.7273,0.66,0.2537,28.0,108,136,2023-03-22 23:15:29.759033
4071,2011-06-23,3,0,6,12,0,4,1,2,0.76,0.7273,0.66,0.2836,30.0,130,160,2023-03-22 23:15:29.759033
4072,2011-06-23,3,0,6,13,0,4,1,2,0.76,0.7121,0.62,0.2836,37.0,149,186,2023-03-22 23:15:29.759033
4073,2011-06-23,3,0,6,14,0,4,1,2,0.76,0.7273,0.66,0.2985,46.0,103,149,2023-03-22 23:15:29.759033
4074,2011-06-23,3,0,6,15,0,4,1,2,0.76,0.697,0.52,0.3582,62.0,127,189,2023-03-22 23:15:29.759033
4075,2011-06-23,3,0,6,16,0,4,1,2,0.74,0.6818,0.62,0.2985,58.0,217,275,2023-03-22 23:15:29.759033
4076,2011-06-23,3,0,6,17,0,4,1,2,0.72,0.6818,0.7,0.3582,74.0,495,569,2023-03-22 23:15:29.759033
4077,2011-06-23,3,0,6,18,0,4,1,1,0.72,0.6818,0.7,0.4179,57.0,483,540,2023-03-22 23:15:29.759033
4078,2011-06-23,3,0,6,19,0,4,1,1,0.72,0.6818,0.7,0.3582,56.0,344,400,2023-03-22 23:15:29.759033
4079,2011-06-23,3,0,6,20,0,4,1,1,0.7,0.6667,0.74,0.2239,75.0,277,352,2023-03-22 23:15:29.759033
4080,2011-06-23,3,0,6,21,0,4,1,1,0.7,0.6667,0.74,0.194,46.0,188,234,2023-03-22 23:15:29.759033
4081,2011-06-23,3,0,6,22,0,4,1,2,0.7,0.6667,0.74,0.2239,23.0,139,162,2023-03-22 23:15:29.759033
4082,2011-06-23,3,0,6,23,0,4,1,1,0.7,0.6667,0.74,0.2836,15.0,90,105,2023-03-22 23:15:29.759033
4083,2011-06-24,3,0,6,0,0,5,1,1,0.68,0.6364,0.79,0.194,10.0,53,63,2023-03-22 23:15:29.759033
4084,2011-06-24,3,0,6,1,0,5,1,1,0.66,0.6061,0.83,0.3284,8.0,20,28,2023-03-22 23:15:29.759033
4085,2011-06-24,3,0,6,2,0,5,1,1,0.66,0.6061,0.83,0.3284,4.0,10,14,2023-03-22 23:15:29.759033
4086,2011-06-24,3,0,6,3,0,5,1,1,0.66,0.6061,0.83,0.1642,1.0,4,5,2023-03-22 23:15:29.759033
4087,2011-06-24,3,0,6,4,0,5,1,1,0.66,0.6061,0.83,0.0896,1.0,8,9,2023-03-22 23:15:29.759033
4088,2011-06-24,3,0,6,5,0,5,1,1,0.64,0.5758,0.89,0.0896,2.0,18,20,2023-03-22 23:15:29.759033
4089,2011-06-24,3,0,6,6,0,5,1,1,0.66,0.6061,0.83,0.1343,4.0,87,91,2023-03-22 23:15:29.759033
4090,2011-06-24,3,0,6,7,0,5,1,2,0.66,0.6061,0.83,0.2239,21.0,247,268,2023-03-22 23:15:29.759033
4091,2011-06-24,3,0,6,8,0,5,1,1,0.7,0.6667,0.74,0.2239,27.0,439,466,2023-03-22 23:15:29.759033
4092,2011-06-24,3,0,6,9,0,5,1,1,0.74,0.6818,0.62,0.1343,28.0,203,231,2023-03-22 23:15:29.759033
4093,2011-06-24,3,0,6,10,0,5,1,1,0.8,0.7273,0.43,0.2836,43.0,102,145,2023-03-22 23:15:29.759033
4094,2011-06-24,3,0,6,11,0,5,1,1,0.8,0.7121,0.38,0.3284,56.0,147,203,2023-03-22 23:15:29.759033
4095,2011-06-24,3,0,6,12,0,5,1,1,0.8,0.7121,0.41,0.2836,51.0,150,201,2023-03-22 23:15:29.759033
4096,2011-06-24,3,0,6,13,0,5,1,1,0.8,0.7121,0.36,0.2239,43.0,178,221,2023-03-22 23:15:29.759033
4097,2011-06-24,3,0,6,14,0,5,1,1,0.78,0.697,0.43,0.2836,67.0,162,229,2023-03-22 23:15:29.759033
4098,2011-06-24,3,0,6,15,0,5,1,1,0.82,0.7273,0.34,0.3881,69.0,147,216,2023-03-22 23:15:29.759033
4099,2011-06-24,3,0,6,16,0,5,1,1,0.8,0.697,0.33,0.4179,80.0,247,327,2023-03-22 23:15:29.759033
4100,2011-06-24,3,0,6,17,0,5,1,1,0.76,0.6667,0.37,0.2537,85.0,472,557,2023-03-22 23:15:29.759033
4101,2011-06-24,3,0,6,18,0,5,1,1,0.76,0.6667,0.37,0.2985,87.0,365,452,2023-03-22 23:15:29.759033
4102,2011-06-24,3,0,6,19,0,5,1,1,0.74,0.6515,0.4,0.2239,92.0,293,385,2023-03-22 23:15:29.759033
4103,2011-06-24,3,0,6,20,0,5,1,1,0.72,0.6515,0.45,0.1642,66.0,222,288,2023-03-22 23:15:29.759033
4104,2011-06-24,3,0,6,21,0,5,1,1,0.7,0.6515,0.48,0.1343,50.0,183,233,2023-03-22 23:15:29.759033
4105,2011-06-24,3,0,6,22,0,5,1,1,0.7,0.6515,0.48,0.0,41.0,126,167,2023-03-22 23:15:29.759033
4106,2011-06-24,3,0,6,23,0,5,1,1,0.68,0.6364,0.51,0.1343,33.0,139,172,2023-03-22 23:15:29.759033
4107,2011-06-25,3,0,6,0,0,6,0,1,0.68,0.6364,0.47,0.1642,19.0,97,116,2023-03-22 23:15:29.759033
4108,2011-06-25,3,0,6,1,0,6,0,1,0.66,0.6212,0.5,0.1642,20.0,75,95,2023-03-22 23:15:29.759033
4109,2011-06-25,3,0,6,2,0,6,0,2,0.66,0.6212,0.5,0.194,8.0,51,59,2023-03-22 23:15:29.759033
4110,2011-06-25,3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.194,18.0,21,39,2023-03-22 23:15:29.759033
4111,2011-06-25,3,0,6,4,0,6,0,1,0.64,0.6212,0.57,0.194,7.0,4,11,2023-03-22 23:15:29.759033
4112,2011-06-25,3,0,6,5,0,6,0,1,0.62,0.6061,0.61,0.1343,6.0,8,14,2023-03-22 23:15:29.759033
4113,2011-06-25,3,0,6,6,0,6,0,1,0.64,0.6212,0.57,0.2239,12.0,17,29,2023-03-22 23:15:29.759033
4114,2011-06-25,3,0,6,7,0,6,0,1,0.64,0.6212,0.57,0.2836,7.0,35,42,2023-03-22 23:15:29.759033
4115,2011-06-25,3,0,6,8,0,6,0,1,0.7,0.6515,0.48,0.2537,27.0,85,112,2023-03-22 23:15:29.759033
4116,2011-06-25,3,0,6,9,0,6,0,1,0.72,0.6515,0.45,0.2537,47.0,139,186,2023-03-22 23:15:29.759033
4117,2011-06-25,3,0,6,10,0,6,0,1,0.72,0.6515,0.45,0.194,99.0,203,302,2023-03-22 23:15:29.759033
4118,2011-06-25,3,0,6,11,0,6,0,1,0.74,0.6667,0.42,0.0,122.0,209,331,2023-03-22 23:15:29.759033
4119,2011-06-25,3,0,6,12,0,6,0,1,0.74,0.6515,0.4,0.2836,140.0,252,392,2023-03-22 23:15:29.759033
4120,2011-06-25,3,0,6,13,0,6,0,1,0.74,0.6515,0.4,0.2836,140.0,231,371,2023-03-22 23:15:29.759033
4121,2011-06-25,3,0,6,14,0,6,0,1,0.74,0.6667,0.45,0.2985,151.0,232,383,2023-03-22 23:15:29.759033
4122,2011-06-25,3,0,6,15,0,6,0,1,0.74,0.6667,0.45,0.0,157.0,235,392,2023-03-22 23:15:29.759033
4123,2011-06-25,3,0,6,16,0,6,0,1,0.76,0.6818,0.43,0.2985,175.0,235,410,2023-03-22 23:15:29.759033
4124,2011-06-25,3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,152.0,247,399,2023-03-22 23:15:29.759033
4125,2011-06-25,3,0,6,18,0,6,0,1,0.72,0.6515,0.45,0.2537,108.0,199,307,2023-03-22 23:15:29.759033
4126,2011-06-25,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,121.0,254,375,2023-03-22 23:15:29.759033
4127,2011-06-25,3,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.194,74.0,195,269,2023-03-22 23:15:29.759033
4128,2011-06-25,3,0,6,21,0,6,0,1,0.68,0.6364,0.51,0.1642,62.0,140,202,2023-03-22 23:15:29.759033
4129,2011-06-25,3,0,6,22,0,6,0,1,0.68,0.6364,0.47,0.194,61.0,126,187,2023-03-22 23:15:29.759033
4130,2011-06-25,3,0,6,23,0,6,0,2,0.66,0.6212,0.5,0.2985,49.0,130,179,2023-03-22 23:15:29.759033
4131,2011-06-26,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0.0,30.0,85,115,2023-03-22 23:15:29.759033
4132,2011-06-26,3,0,6,1,0,0,0,1,0.64,0.6212,0.53,0.1045,17.0,73,90,2023-03-22 23:15:29.759033
4133,2011-06-26,3,0,6,2,0,0,0,1,0.62,0.6212,0.57,0.1045,17.0,70,87,2023-03-22 23:15:29.759033
4134,2011-06-26,3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,12.0,22,34,2023-03-22 23:15:29.759033
4135,2011-06-26,3,0,6,4,0,0,0,1,0.6,0.6061,0.64,0.0896,3.0,8,11,2023-03-22 23:15:29.759033
4136,2011-06-26,3,0,6,5,0,0,0,1,0.6,0.6061,0.64,0.0,3.0,9,12,2023-03-22 23:15:29.759033
4137,2011-06-26,3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0.0,7.0,13,20,2023-03-22 23:15:29.759033
4138,2011-06-26,3,0,6,7,0,0,0,1,0.62,0.6061,0.61,0.0,24.0,27,51,2023-03-22 23:15:29.759033
4139,2011-06-26,3,0,6,8,0,0,0,1,0.64,0.6212,0.61,0.194,29.0,78,107,2023-03-22 23:15:29.759033
4140,2011-06-26,3,0,6,9,0,0,0,1,0.66,0.6212,0.54,0.0896,75.0,131,206,2023-03-22 23:15:29.759033
4141,2011-06-26,3,0,6,10,0,0,0,1,0.72,0.6667,0.48,0.1045,136.0,196,332,2023-03-22 23:15:29.759033
4142,2011-06-26,3,0,6,11,0,0,0,1,0.72,0.6515,0.45,0.1343,127.0,219,346,2023-03-22 23:15:29.759033
4143,2011-06-26,3,0,6,12,0,0,0,1,0.74,0.6515,0.4,0.1642,175.0,268,443,2023-03-22 23:15:29.759033
4144,2011-06-26,3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0.0,197.0,245,442,2023-03-22 23:15:29.759033
4145,2011-06-26,3,0,6,14,0,0,0,1,0.74,0.6515,0.4,0.1343,197.0,246,443,2023-03-22 23:15:29.759033
4146,2011-06-26,3,0,6,15,0,0,0,1,0.74,0.6515,0.4,0.0,174.0,229,403,2023-03-22 23:15:29.759033
4147,2011-06-26,3,0,6,16,0,0,0,1,0.74,0.6667,0.42,0.194,177.0,278,455,2023-03-22 23:15:29.759033
4148,2011-06-26,3,0,6,17,0,0,0,2,0.72,0.6515,0.42,0.1642,178.0,243,421,2023-03-22 23:15:29.759033
4149,2011-06-26,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,117.0,265,382,2023-03-22 23:15:29.759033
4150,2011-06-26,3,0,6,19,0,0,0,2,0.72,0.6667,0.48,0.1343,89.0,228,317,2023-03-22 23:15:29.759033
4151,2011-06-26,3,0,6,20,0,0,0,2,0.7,0.6515,0.48,0.1045,55.0,158,213,2023-03-22 23:15:29.759033
4152,2011-06-26,3,0,6,21,0,0,0,2,0.7,0.6515,0.54,0.1045,48.0,135,183,2023-03-22 23:15:29.759033
4153,2011-06-26,3,0,6,22,0,0,0,1,0.7,0.6515,0.51,0.0,19.0,95,114,2023-03-22 23:15:29.759033
4154,2011-06-26,3,0,6,23,0,0,0,1,0.7,0.6515,0.54,0.0896,14.0,64,78,2023-03-22 23:15:29.759033
4155,2011-06-27,3,0,6,0,0,1,1,3,0.64,0.6061,0.73,0.2836,7.0,25,32,2023-03-22 23:15:29.759033
4156,2011-06-27,3,0,6,1,0,1,1,2,0.62,0.5909,0.78,0.1343,4.0,11,15,2023-03-22 23:15:29.759033
4157,2011-06-27,3,0,6,2,0,1,1,3,0.62,0.5909,0.78,0.1343,3.0,3,6,2023-03-22 23:15:29.759033
4158,2011-06-27,3,0,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,0.0,2,2,2023-03-22 23:15:29.759033
4159,2011-06-27,3,0,6,4,0,1,1,2,0.6,0.5606,0.83,0.1642,1.0,8,9,2023-03-22 23:15:29.759033
4160,2011-06-27,3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,1.0,21,22,2023-03-22 23:15:29.759033
4161,2011-06-27,3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642,4.0,90,94,2023-03-22 23:15:29.759033
4162,2011-06-27,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239,14.0,247,261,2023-03-22 23:15:29.759033
4163,2011-06-27,3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.194,29.0,418,447,2023-03-22 23:15:29.759033
4164,2011-06-27,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0.0,37.0,150,187,2023-03-22 23:15:29.759033
4165,2011-06-27,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,55.0,95,150,2023-03-22 23:15:29.759033
4166,2011-06-27,3,0,6,11,0,1,1,2,0.7,0.6515,0.58,0.0,55.0,95,150,2023-03-22 23:15:29.759033
4167,2011-06-27,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0.0,40.0,130,170,2023-03-22 23:15:29.759033
4168,2011-06-27,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,37.0,127,164,2023-03-22 23:15:29.759033
4169,2011-06-27,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58.0,100,158,2023-03-22 23:15:29.759033
4170,2011-06-27,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0.0,76.0,126,202,2023-03-22 23:15:29.759033
4171,2011-06-27,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,53.0,222,275,2023-03-22 23:15:29.759033
4172,2011-06-27,3,0,6,17,0,1,1,1,0.74,0.6818,0.55,0.1343,90.0,514,604,2023-03-22 23:15:29.759033
4173,2011-06-27,3,0,6,18,0,1,1,1,0.74,0.6667,0.51,0.0,79.0,512,591,2023-03-22 23:15:29.759033
4174,2011-06-27,3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.194,56.0,340,396,2023-03-22 23:15:29.759033
4175,2011-06-27,3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,54.0,251,305,2023-03-22 23:15:29.759033
4176,2011-06-27,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0.0,52.0,190,242,2023-03-22 23:15:29.759033
4177,2011-06-27,3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0.0,33.0,112,145,2023-03-22 23:15:29.759033
4178,2011-06-27,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0.0,16.0,65,81,2023-03-22 23:15:29.759033
4179,2011-06-28,3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343,5.0,25,30,2023-03-22 23:15:29.759033
4180,2011-06-28,3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0.0,5.0,8,13,2023-03-22 23:15:29.759033
4181,2011-06-28,3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0.0,2.0,9,11,2023-03-22 23:15:29.759033
4182,2011-06-28,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0.0,0.0,2,2,2023-03-22 23:15:29.759033
4183,2011-06-28,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0.0,1.0,7,8,2023-03-22 23:15:29.759033
4184,2011-06-28,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0.0,1.0,20,21,2023-03-22 23:15:29.759033
4185,2011-06-28,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,7.0,117,124,2023-03-22 23:15:29.759033
4186,2011-06-28,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.194,27.0,320,347,2023-03-22 23:15:29.759033
4187,2011-06-28,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,39.0,417,456,2023-03-22 23:15:29.759033
4188,2011-06-28,3,0,6,9,0,2,1,1,0.74,0.697,0.7,0.0,38.0,208,246,2023-03-22 23:15:29.759033
4189,2011-06-28,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,45.0,112,157,2023-03-22 23:15:29.759033
4190,2011-06-28,3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0.0,49.0,118,167,2023-03-22 23:15:29.759033
4191,2011-06-28,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,41.0,161,202,2023-03-22 23:15:29.759033
4192,2011-06-28,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0.0,33.0,156,189,2023-03-22 23:15:29.759033
4193,2011-06-28,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43.0,117,160,2023-03-22 23:15:29.759033
4194,2011-06-28,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0.0,39.0,127,166,2023-03-22 23:15:29.759033
4195,2011-06-28,3,0,6,16,0,2,1,1,0.86,0.803,0.47,0.2836,41.0,220,261,2023-03-22 23:15:29.759033
4196,2011-06-28,3,0,6,17,0,2,1,3,0.82,0.7879,0.56,0.2836,70.0,509,579,2023-03-22 23:15:29.759033
4197,2011-06-28,3,0,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985,68.0,436,504,2023-03-22 23:15:29.759033
4198,2011-06-28,3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,44.0,255,299,2023-03-22 23:15:29.759033
4199,2011-06-28,3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0.0,50.0,246,296,2023-03-22 23:15:29.759033
4200,2011-06-28,3,0,6,21,0,2,1,1,0.74,0.697,0.66,0.2836,31.0,164,195,2023-03-22 23:15:29.759033
4201,2011-06-28,3,0,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985,30.0,104,134,2023-03-22 23:15:29.759033
4202,2011-06-28,3,0,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836,23.0,58,81,2023-03-22 23:15:29.759033
4203,2011-06-29,3,0,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836,11.0,25,36,2023-03-22 23:15:29.759033
4204,2011-06-29,3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,10.0,18,28,2023-03-22 23:15:29.759033
4205,2011-06-29,3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,7.0,9,16,2023-03-22 23:15:29.759033
4206,2011-06-29,3,0,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045,2.0,3,5,2023-03-22 23:15:29.759033
4207,2011-06-29,3,0,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045,0.0,5,5,2023-03-22 23:15:29.759033
4208,2011-06-29,3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.194,3.0,19,22,2023-03-22 23:15:29.759033
4209,2011-06-29,3,0,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985,12.0,104,116,2023-03-22 23:15:29.759033
4210,2011-06-29,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18.0,318,336,2023-03-22 23:15:29.759033
4211,2011-06-29,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,41.0,499,540,2023-03-22 23:15:29.759033
4212,2011-06-29,3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,32.0,189,221,2023-03-22 23:15:29.759033
4213,2011-06-29,3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,31.0,95,126,2023-03-22 23:15:29.759033
4214,2011-06-29,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53.0,117,170,2023-03-22 23:15:29.759033
4215,2011-06-29,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55.0,188,243,2023-03-22 23:15:29.759033
4216,2011-06-29,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45.0,186,231,2023-03-22 23:15:29.759033
4217,2011-06-29,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50.0,138,188,2023-03-22 23:15:29.759033
4218,2011-06-29,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,43.0,146,189,2023-03-22 23:15:29.759033
4219,2011-06-29,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60.0,268,328,2023-03-22 23:15:29.759033
4220,2011-06-29,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78.0,492,570,2023-03-22 23:15:29.759033
4221,2011-06-29,3,0,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,78.0,510,588,2023-03-22 23:15:29.759033
4222,2011-06-29,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60.0,341,401,2023-03-22 23:15:29.759033
4223,2011-06-29,3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,69.0,264,333,2023-03-22 23:15:29.759033
4224,2011-06-29,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,26.0,195,221,2023-03-22 23:15:29.759033
4225,2011-06-29,3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,32.0,151,183,2023-03-22 23:15:29.759033
4226,2011-06-29,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,32.0,97,129,2023-03-22 23:15:29.759033
4227,2011-06-30,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15.0,39,54,2023-03-22 23:15:29.759033
4228,2011-06-30,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13.0,19,32,2023-03-22 23:15:29.759033
4229,2011-06-30,3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,2.0,6,8,2023-03-22 23:15:29.759033
4230,2011-06-30,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2.0,7,9,2023-03-22 23:15:29.759033
4231,2011-06-30,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2.0,4,6,2023-03-22 23:15:29.759033
4232,2011-06-30,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1.0,24,25,2023-03-22 23:15:29.759033
4233,2011-06-30,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4.0,119,123,2023-03-22 23:15:29.759033
4234,2011-06-30,3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,29.0,291,320,2023-03-22 23:15:29.759033
4235,2011-06-30,3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,44.0,511,555,2023-03-22 23:15:29.759033
4236,2011-06-30,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33.0,227,260,2023-03-22 23:15:29.759033
4237,2011-06-30,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.194,35.0,97,132,2023-03-22 23:15:29.759033
4238,2011-06-30,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,47.0,122,169,2023-03-22 23:15:29.759033
4239,2011-06-30,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,50.0,183,233,2023-03-22 23:15:29.759033
4240,2011-06-30,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,70.0,162,232,2023-03-22 23:15:29.759033
4241,2011-06-30,3,0,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,46.0,117,163,2023-03-22 23:15:29.759033
4242,2011-06-30,3,0,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537,64.0,176,240,2023-03-22 23:15:29.759033
4243,2011-06-30,3,0,6,16,0,4,1,1,0.8,0.697,0.26,0.1343,63.0,260,323,2023-03-22 23:15:29.759033
4244,2011-06-30,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582,98.0,496,594,2023-03-22 23:15:29.759033
4245,2011-06-30,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114.0,472,586,2023-03-22 23:15:29.759033
4246,2011-06-30,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.194,89.0,366,455,2023-03-22 23:15:29.759033
4247,2011-06-30,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.194,55.0,285,340,2023-03-22 23:15:29.759033
4248,2011-06-30,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81.0,242,323,2023-03-22 23:15:29.759033
4249,2011-06-30,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43.0,164,207,2023-03-22 23:15:29.759033
4250,2011-06-30,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0.0,27.0,99,126,2023-03-22 23:15:29.759033
4251,2011-07-01,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0.0,20.0,48,68,2023-03-22 23:15:29.759033
4252,2011-07-01,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0.0,15.0,16,31,2023-03-22 23:15:29.759033
4253,2011-07-01,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0.0,6.0,7,13,2023-03-22 23:15:29.759033
4254,2011-07-01,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0.0,5.0,6,11,2023-03-22 23:15:29.759033
4255,2011-07-01,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0.0,1.0,5,6,2023-03-22 23:15:29.759033
4256,2011-07-01,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3.0,27,30,2023-03-22 23:15:29.759033
4257,2011-07-01,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11.0,97,108,2023-03-22 23:15:29.759033
4258,2011-07-01,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25.0,218,243,2023-03-22 23:15:29.759033
4259,2011-07-01,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39.0,453,492,2023-03-22 23:15:29.759033
4260,2011-07-01,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58.0,202,260,2023-03-22 23:15:29.759033
4261,2011-07-01,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61.0,109,170,2023-03-22 23:15:29.759033
4262,2011-07-01,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0.0,68.0,146,214,2023-03-22 23:15:29.759033
4263,2011-07-01,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0.0,83.0,180,263,2023-03-22 23:15:29.759033
4264,2011-07-01,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0.0,83.0,209,292,2023-03-22 23:15:29.759033
4265,2011-07-01,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78.0,225,303,2023-03-22 23:15:29.759033
4266,2011-07-01,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82.0,299,381,2023-03-22 23:15:29.759033
