instant,date,season,year,month,hour,holiday,weekday,day_type,weather,temperature,warming_sensation,humidity,windspeed,casual,registered,count,last_modified
4131,2011-06-26,fall,2011,June,0,0,Sun,Holyday,Clear,0.64,0.6212,0.53,0.0,30.0,85,115,2023-03-26 04:01:44.335810
4132,2011-06-26,fall,2011,June,1,0,Sun,Holyday,Clear,0.64,0.6212,0.53,0.1045,17.0,73,90,2023-03-26 04:01:44.335810
4133,2011-06-26,fall,2011,June,2,0,Sun,Holyday,Clear,0.62,0.6212,0.57,0.1045,17.0,70,87,2023-03-26 04:01:44.335810
4134,2011-06-26,fall,2011,June,3,0,Sun,Holyday,Clear,0.6,0.6061,0.64,0.1045,12.0,22,34,2023-03-26 04:01:44.335810
4135,2011-06-26,fall,2011,June,4,0,Sun,Holyday,Clear,0.6,0.6061,0.64,0.0896,3.0,8,11,2023-03-26 04:01:44.335810
4136,2011-06-26,fall,2011,June,5,0,Sun,Holyday,Clear,0.6,0.6061,0.64,0.0,3.0,9,12,2023-03-26 04:01:44.335810
4137,2011-06-26,fall,2011,June,6,0,Sun,Holyday,Clear,0.6,0.6061,0.64,0.0,7.0,13,20,2023-03-26 04:01:44.335810
4138,2011-06-26,fall,2011,June,7,0,Sun,Holyday,Clear,0.62,0.6061,0.61,0.0,24.0,27,51,2023-03-26 04:01:44.335810
4139,2011-06-26,fall,2011,June,8,0,Sun,Holyday,Clear,0.64,0.6212,0.61,0.194,29.0,78,107,2023-03-26 04:01:44.335810
4140,2011-06-26,fall,2011,June,9,0,Sun,Holyday,Clear,0.66,0.6212,0.54,0.0896,75.0,131,206,2023-03-26 04:01:44.335810
4141,2011-06-26,fall,2011,June,10,0,Sun,Holyday,Clear,0.72,0.6667,0.48,0.1045,136.0,196,332,2023-03-26 04:01:44.335810
4142,2011-06-26,fall,2011,June,11,0,Sun,Holyday,Clear,0.72,0.6515,0.45,0.1343,127.0,219,346,2023-03-26 04:01:44.335810
4143,2011-06-26,fall,2011,June,12,0,Sun,Holyday,Clear,0.74,0.6515,0.4,0.1642,175.0,268,443,2023-03-26 04:01:44.335810
4144,2011-06-26,fall,2011,June,13,0,Sun,Holyday,Clear,0.74,0.6515,0.4,0.0,197.0,245,442,2023-03-26 04:01:44.335810
4145,2011-06-26,fall,2011,June,14,0,Sun,Holyday,Clear,0.74,0.6515,0.4,0.1343,197.0,246,443,2023-03-26 04:01:44.335810
4146,2011-06-26,fall,2011,June,15,0,Sun,Holyday,Clear,0.74,0.6515,0.4,0.0,174.0,229,403,2023-03-26 04:01:44.335810
4147,2011-06-26,fall,2011,June,16,0,Sun,Holyday,Clear,0.74,0.6667,0.42,0.194,177.0,278,455,2023-03-26 04:01:44.335810
4148,2011-06-26,fall,2011,June,17,0,Sun,Holyday,Mist,0.72,0.6515,0.42,0.1642,178.0,243,421,2023-03-26 04:01:44.335810
4149,2011-06-26,fall,2011,June,18,0,Sun,Holyday,Mist,0.72,0.6515,0.45,0.2537,117.0,265,382,2023-03-26 04:01:44.335810
4150,2011-06-26,fall,2011,June,19,0,Sun,Holyday,Mist,0.72,0.6667,0.48,0.1343,89.0,228,317,2023-03-26 04:01:44.335810
4151,2011-06-26,fall,2011,June,20,0,Sun,Holyday,Mist,0.7,0.6515,0.48,0.1045,55.0,158,213,2023-03-26 04:01:44.335810
4152,2011-06-26,fall,2011,June,21,0,Sun,Holyday,Mist,0.7,0.6515,0.54,0.1045,48.0,135,183,2023-03-26 04:01:44.335810
4153,2011-06-26,fall,2011,June,22,0,Sun,Holyday,Clear,0.7,0.6515,0.51,0.0,19.0,95,114,2023-03-26 04:01:44.335810
4154,2011-06-26,fall,2011,June,23,0,Sun,Holyday,Clear,0.7,0.6515,0.54,0.0896,14.0,64,78,2023-03-26 04:01:44.335810
4155,2011-06-27,fall,2011,June,0,0,Mon,Working_day,Light Snow,0.64,0.6061,0.73,0.2836,7.0,25,32,2023-03-26 04:01:44.335810
4156,2011-06-27,fall,2011,June,1,0,Mon,Working_day,Mist,0.62,0.5909,0.78,0.1343,4.0,11,15,2023-03-26 04:01:44.335810
4157,2011-06-27,fall,2011,June,2,0,Mon,Working_day,Light Snow,0.62,0.5909,0.78,0.1343,3.0,3,6,2023-03-26 04:01:44.335810
4158,2011-06-27,fall,2011,June,3,0,Mon,Working_day,Light Snow,0.62,0.5909,0.78,0.1343,0.0,2,2,2023-03-26 04:01:44.335810
4159,2011-06-27,fall,2011,June,4,0,Mon,Working_day,Mist,0.6,0.5606,0.83,0.1642,1.0,8,9,2023-03-26 04:01:44.335810
4160,2011-06-27,fall,2011,June,5,0,Mon,Working_day,Mist,0.62,0.5758,0.83,0.1642,1.0,21,22,2023-03-26 04:01:44.335810
4161,2011-06-27,fall,2011,June,6,0,Mon,Working_day,Mist,0.62,0.5909,0.78,0.1642,4.0,90,94,2023-03-26 04:01:44.335810
4162,2011-06-27,fall,2011,June,7,0,Mon,Working_day,Mist,0.64,0.6061,0.73,0.2239,14.0,247,261,2023-03-26 04:01:44.335810
4163,2011-06-27,fall,2011,June,8,0,Mon,Working_day,Clear,0.66,0.6212,0.74,0.194,29.0,418,447,2023-03-26 04:01:44.335810
4164,2011-06-27,fall,2011,June,9,0,Mon,Working_day,Mist,0.72,0.6667,0.54,0.0,37.0,150,187,2023-03-26 04:01:44.335810
4165,2011-06-27,fall,2011,June,10,0,Mon,Working_day,Mist,0.72,0.6667,0.54,0.1343,55.0,95,150,2023-03-26 04:01:44.335810
4166,2011-06-27,fall,2011,June,11,0,Mon,Working_day,Mist,0.7,0.6515,0.58,0.0,55.0,95,150,2023-03-26 04:01:44.335810
4167,2011-06-27,fall,2011,June,12,0,Mon,Working_day,Mist,0.72,0.6667,0.54,0.0,40.0,130,170,2023-03-26 04:01:44.335810
4168,2011-06-27,fall,2011,June,13,0,Mon,Working_day,Mist,0.72,0.6667,0.58,0.2239,37.0,127,164,2023-03-26 04:01:44.335810
4169,2011-06-27,fall,2011,June,14,0,Mon,Working_day,Mist,0.72,0.6667,0.58,0.0896,58.0,100,158,2023-03-26 04:01:44.335810
4170,2011-06-27,fall,2011,June,15,0,Mon,Working_day,Mist,0.74,0.6818,0.55,0.0,76.0,126,202,2023-03-26 04:01:44.335810
4171,2011-06-27,fall,2011,June,16,0,Mon,Working_day,Clear,0.74,0.6818,0.55,0.1045,53.0,222,275,2023-03-26 04:01:44.335810
4172,2011-06-27,fall,2011,June,17,0,Mon,Working_day,Clear,0.74,0.6818,0.55,0.1343,90.0,514,604,2023-03-26 04:01:44.335810
4173,2011-06-27,fall,2011,June,18,0,Mon,Working_day,Clear,0.74,0.6667,0.51,0.0,79.0,512,591,2023-03-26 04:01:44.335810
4174,2011-06-27,fall,2011,June,19,0,Mon,Working_day,Clear,0.72,0.6818,0.62,0.194,56.0,340,396,2023-03-26 04:01:44.335810
4175,2011-06-27,fall,2011,June,20,0,Mon,Working_day,Clear,0.7,0.6515,0.65,0.1045,54.0,251,305,2023-03-26 04:01:44.335810
4176,2011-06-27,fall,2011,June,21,0,Mon,Working_day,Clear,0.7,0.6515,0.65,0.0,52.0,190,242,2023-03-26 04:01:44.335810
4177,2011-06-27,fall,2011,June,22,0,Mon,Working_day,Clear,0.68,0.6364,0.69,0.0,33.0,112,145,2023-03-26 04:01:44.335810
4178,2011-06-27,fall,2011,June,23,0,Mon,Working_day,Clear,0.68,0.6364,0.69,0.0,16.0,65,81,2023-03-26 04:01:44.335810
4179,2011-06-28,fall,2011,June,0,0,Tue,Working_day,Mist,0.66,0.6061,0.78,0.1343,5.0,25,30,2023-03-26 04:01:44.335810
4180,2011-06-28,fall,2011,June,1,0,Tue,Working_day,Clear,0.66,0.6212,0.74,0.0,5.0,8,13,2023-03-26 04:01:44.335810
4181,2011-06-28,fall,2011,June,2,0,Tue,Working_day,Mist,0.66,0.6212,0.74,0.0,2.0,9,11,2023-03-26 04:01:44.335810
4182,2011-06-28,fall,2011,June,3,0,Tue,Working_day,Mist,0.66,0.6212,0.74,0.0,0.0,2,2,2023-03-26 04:01:44.335810
4183,2011-06-28,fall,2011,June,4,0,Tue,Working_day,Clear,0.66,0.6212,0.74,0.0,1.0,7,8,2023-03-26 04:01:44.335810
4184,2011-06-28,fall,2011,June,5,0,Tue,Working_day,Clear,0.66,0.6061,0.78,0.0,1.0,20,21,2023-03-26 04:01:44.335810
4185,2011-06-28,fall,2011,June,6,0,Tue,Working_day,Clear,0.66,0.6061,0.83,0.1642,7.0,117,124,2023-03-26 04:01:44.335810
4186,2011-06-28,fall,2011,June,7,0,Tue,Working_day,Clear,0.68,0.6364,0.83,0.194,27.0,320,347,2023-03-26 04:01:44.335810
4187,2011-06-28,fall,2011,June,8,0,Tue,Working_day,Clear,0.7,0.6667,0.79,0.1642,39.0,417,456,2023-03-26 04:01:44.335810
4188,2011-06-28,fall,2011,June,9,0,Tue,Working_day,Clear,0.74,0.697,0.7,0.0,38.0,208,246,2023-03-26 04:01:44.335810
4189,2011-06-28,fall,2011,June,10,0,Tue,Working_day,Clear,0.8,0.7424,0.49,0.1642,45.0,112,157,2023-03-26 04:01:44.335810
4190,2011-06-28,fall,2011,June,11,0,Tue,Working_day,Clear,0.82,0.7576,0.46,0.0,49.0,118,167,2023-03-26 04:01:44.335810
4191,2011-06-28,fall,2011,June,12,0,Tue,Working_day,Clear,0.84,0.7727,0.47,0.2239,41.0,161,202,2023-03-26 04:01:44.335810
4192,2011-06-28,fall,2011,June,13,0,Tue,Working_day,Clear,0.84,0.7576,0.44,0.0,33.0,156,189,2023-03-26 04:01:44.335810
4193,2011-06-28,fall,2011,June,14,0,Tue,Working_day,Clear,0.86,0.7879,0.44,0.2239,43.0,117,160,2023-03-26 04:01:44.335810
4194,2011-06-28,fall,2011,June,15,0,Tue,Working_day,Clear,0.86,0.7879,0.41,0.0,39.0,127,166,2023-03-26 04:01:44.335810
4195,2011-06-28,fall,2011,June,16,0,Tue,Working_day,Clear,0.86,0.803,0.47,0.2836,41.0,220,261,2023-03-26 04:01:44.335810
4196,2011-06-28,fall,2011,June,17,0,Tue,Working_day,Light Snow,0.82,0.7879,0.56,0.2836,70.0,509,579,2023-03-26 04:01:44.335810
4197,2011-06-28,fall,2011,June,18,0,Tue,Working_day,Light Snow,0.8,0.7576,0.55,0.2985,68.0,436,504,2023-03-26 04:01:44.335810
4198,2011-06-28,fall,2011,June,19,0,Tue,Working_day,Mist,0.74,0.6818,0.58,0.4627,44.0,255,299,2023-03-26 04:01:44.335810
4199,2011-06-28,fall,2011,June,20,0,Tue,Working_day,Clear,0.74,0.6818,0.62,0.0,50.0,246,296,2023-03-26 04:01:44.335810
4200,2011-06-28,fall,2011,June,21,0,Tue,Working_day,Clear,0.74,0.697,0.66,0.2836,31.0,164,195,2023-03-26 04:01:44.335810
4201,2011-06-28,fall,2011,June,22,0,Tue,Working_day,Clear,0.7,0.6515,0.7,0.2985,30.0,104,134,2023-03-26 04:01:44.335810
4202,2011-06-28,fall,2011,June,23,0,Tue,Working_day,Clear,0.7,0.6515,0.7,0.2836,23.0,58,81,2023-03-26 04:01:44.335810
4203,2011-06-29,fall,2011,June,0,0,Wed,Working_day,Mist,0.68,0.6364,0.79,0.2836,11.0,25,36,2023-03-26 04:01:44.335810
4204,2011-06-29,fall,2011,June,1,0,Wed,Working_day,Clear,0.68,0.6364,0.79,0.2985,10.0,18,28,2023-03-26 04:01:44.335810
4205,2011-06-29,fall,2011,June,2,0,Wed,Working_day,Clear,0.66,0.6061,0.83,0.2239,7.0,9,16,2023-03-26 04:01:44.335810
4206,2011-06-29,fall,2011,June,3,0,Wed,Working_day,Mist,0.66,0.6061,0.83,0.1045,2.0,3,5,2023-03-26 04:01:44.335810
4207,2011-06-29,fall,2011,June,4,0,Wed,Working_day,Clear,0.66,0.6061,0.83,0.1045,0.0,5,5,2023-03-26 04:01:44.335810
4208,2011-06-29,fall,2011,June,5,0,Wed,Working_day,Clear,0.64,0.5758,0.83,0.194,3.0,19,22,2023-03-26 04:01:44.335810
4209,2011-06-29,fall,2011,June,6,0,Wed,Working_day,Clear,0.66,0.6212,0.69,0.2985,12.0,104,116,2023-03-26 04:01:44.335810
4210,2011-06-29,fall,2011,June,7,0,Wed,Working_day,Clear,0.7,0.6515,0.54,0.2239,18.0,318,336,2023-03-26 04:01:44.335810
4211,2011-06-29,fall,2011,June,8,0,Wed,Working_day,Clear,0.7,0.6515,0.48,0.2836,41.0,499,540,2023-03-26 04:01:44.335810
4212,2011-06-29,fall,2011,June,9,0,Wed,Working_day,Clear,0.72,0.6515,0.45,0.3881,32.0,189,221,2023-03-26 04:01:44.335810
4213,2011-06-29,fall,2011,June,10,0,Wed,Working_day,Clear,0.74,0.6667,0.42,0.2836,31.0,95,126,2023-03-26 04:01:44.335810
4214,2011-06-29,fall,2011,June,11,0,Wed,Working_day,Clear,0.76,0.6667,0.35,0.2239,53.0,117,170,2023-03-26 04:01:44.335810
4215,2011-06-29,fall,2011,June,12,0,Wed,Working_day,Clear,0.76,0.6667,0.35,0.2537,55.0,188,243,2023-03-26 04:01:44.335810
4216,2011-06-29,fall,2011,June,13,0,Wed,Working_day,Clear,0.8,0.697,0.31,0.3284,45.0,186,231,2023-03-26 04:01:44.335810
4217,2011-06-29,fall,2011,June,14,0,Wed,Working_day,Clear,0.8,0.697,0.31,0.194,50.0,138,188,2023-03-26 04:01:44.335810
4218,2011-06-29,fall,2011,June,15,0,Wed,Working_day,Clear,0.82,0.7121,0.3,0.1642,43.0,146,189,2023-03-26 04:01:44.335810
4219,2011-06-29,fall,2011,June,16,0,Wed,Working_day,Clear,0.82,0.7121,0.3,0.4179,60.0,268,328,2023-03-26 04:01:44.335810
4220,2011-06-29,fall,2011,June,17,0,Wed,Working_day,Clear,0.82,0.7121,0.26,0.4179,78.0,492,570,2023-03-26 04:01:44.335810
4221,2011-06-29,fall,2011,June,18,0,Wed,Working_day,Clear,0.8,0.697,0.29,0.2985,78.0,510,588,2023-03-26 04:01:44.335810
4222,2011-06-29,fall,2011,June,19,0,Wed,Working_day,Clear,0.76,0.6667,0.35,0.3881,60.0,341,401,2023-03-26 04:01:44.335810
4223,2011-06-29,fall,2011,June,20,0,Wed,Working_day,Clear,0.74,0.6515,0.37,0.2985,69.0,264,333,2023-03-26 04:01:44.335810
4224,2011-06-29,fall,2011,June,21,0,Wed,Working_day,Clear,0.72,0.6515,0.39,0.2239,26.0,195,221,2023-03-26 04:01:44.335810
4225,2011-06-29,fall,2011,June,22,0,Wed,Working_day,Clear,0.7,0.6364,0.42,0.194,32.0,151,183,2023-03-26 04:01:44.335810
4226,2011-06-29,fall,2011,June,23,0,Wed,Working_day,Clear,0.68,0.6364,0.47,0.194,32.0,97,129,2023-03-26 04:01:44.335810
4227,2011-06-30,fall,2011,June,0,0,Thu,Working_day,Clear,0.66,0.6212,0.5,0.1642,15.0,39,54,2023-03-26 04:01:44.335810
4228,2011-06-30,fall,2011,June,1,0,Thu,Working_day,Clear,0.64,0.6212,0.53,0.1343,13.0,19,32,2023-03-26 04:01:44.335810
4229,2011-06-30,fall,2011,June,2,0,Thu,Working_day,Clear,0.62,0.6212,0.57,0.1343,2.0,6,8,2023-03-26 04:01:44.335810
4230,2011-06-30,fall,2011,June,3,0,Thu,Working_day,Clear,0.6,0.6061,0.6,0.1642,2.0,7,9,2023-03-26 04:01:44.335810
4231,2011-06-30,fall,2011,June,4,0,Thu,Working_day,Clear,0.58,0.5455,0.64,0.1343,2.0,4,6,2023-03-26 04:01:44.335810
4232,2011-06-30,fall,2011,June,5,0,Thu,Working_day,Clear,0.58,0.5455,0.64,0.2537,1.0,24,25,2023-03-26 04:01:44.335810
4233,2011-06-30,fall,2011,June,6,0,Thu,Working_day,Clear,0.6,0.6061,0.64,0.2537,4.0,119,123,2023-03-26 04:01:44.335810
4234,2011-06-30,fall,2011,June,7,0,Thu,Working_day,Clear,0.62,0.6061,0.61,0.2239,29.0,291,320,2023-03-26 04:01:44.335810
4235,2011-06-30,fall,2011,June,8,0,Thu,Working_day,Clear,0.68,0.6364,0.47,0.2239,44.0,511,555,2023-03-26 04:01:44.335810
4236,2011-06-30,fall,2011,June,9,0,Thu,Working_day,Clear,0.7,0.6364,0.42,0.2239,33.0,227,260,2023-03-26 04:01:44.335810
4237,2011-06-30,fall,2011,June,10,0,Thu,Working_day,Clear,0.72,0.6515,0.42,0.194,35.0,97,132,2023-03-26 04:01:44.335810
4238,2011-06-30,fall,2011,June,11,0,Thu,Working_day,Clear,0.74,0.6515,0.37,0.1343,47.0,122,169,2023-03-26 04:01:44.335810
4239,2011-06-30,fall,2011,June,12,0,Thu,Working_day,Clear,0.76,0.6667,0.35,0.1642,50.0,183,233,2023-03-26 04:01:44.335810
4240,2011-06-30,fall,2011,June,13,0,Thu,Working_day,Clear,0.76,0.6667,0.33,0.194,70.0,162,232,2023-03-26 04:01:44.335810
4241,2011-06-30,fall,2011,June,14,0,Thu,Working_day,Clear,0.78,0.6818,0.31,0.194,46.0,117,163,2023-03-26 04:01:44.335810
4242,2011-06-30,fall,2011,June,15,0,Thu,Working_day,Clear,0.78,0.6667,0.25,0.2537,64.0,176,240,2023-03-26 04:01:44.335810
4243,2011-06-30,fall,2011,June,16,0,Thu,Working_day,Clear,0.8,0.697,0.26,0.1343,63.0,260,323,2023-03-26 04:01:44.335810
4244,2011-06-30,fall,2011,June,17,0,Thu,Working_day,Clear,0.78,0.6818,0.27,0.3582,98.0,496,594,2023-03-26 04:01:44.335810
4245,2011-06-30,fall,2011,June,18,0,Thu,Working_day,Clear,0.76,0.6667,0.29,0.2537,114.0,472,586,2023-03-26 04:01:44.335810
4246,2011-06-30,fall,2011,June,19,0,Thu,Working_day,Clear,0.74,0.6515,0.33,0.194,89.0,366,455,2023-03-26 04:01:44.335810
4247,2011-06-30,fall,2011,June,20,0,Thu,Working_day,Clear,0.74,0.6515,0.33,0.194,55.0,285,340,2023-03-26 04:01:44.335810
4248,2011-06-30,fall,2011,June,21,0,Thu,Working_day,Clear,0.72,0.6515,0.37,0.1045,81.0,242,323,2023-03-26 04:01:44.335810
4249,2011-06-30,fall,2011,June,22,0,Thu,Working_day,Clear,0.7,0.6364,0.42,0.1642,43.0,164,207,2023-03-26 04:01:44.335810
4250,2011-06-30,fall,2011,June,23,0,Thu,Working_day,Clear,0.66,0.6212,0.5,0.0,27.0,99,126,2023-03-26 04:01:44.335810
4251,2011-07-01,fall,2011,July,0,0,Fri,Working_day,Clear,0.66,0.6212,0.5,0.0,20.0,48,68,2023-03-26 04:01:44.335810
4252,2011-07-01,fall,2011,July,1,0,Fri,Working_day,Clear,0.66,0.6212,0.5,0.0,15.0,16,31,2023-03-26 04:01:44.335810
4253,2011-07-01,fall,2011,July,2,0,Fri,Working_day,Clear,0.62,0.6061,0.69,0.0,6.0,7,13,2023-03-26 04:01:44.335810
4254,2011-07-01,fall,2011,July,3,0,Fri,Working_day,Clear,0.64,0.6212,0.53,0.0,5.0,6,11,2023-03-26 04:01:44.335810
4255,2011-07-01,fall,2011,July,4,0,Fri,Working_day,Clear,0.62,0.6212,0.57,0.0,1.0,5,6,2023-03-26 04:01:44.335810
4256,2011-07-01,fall,2011,July,5,0,Fri,Working_day,Clear,0.6,0.6061,0.64,0.1343,3.0,27,30,2023-03-26 04:01:44.335810
4257,2011-07-01,fall,2011,July,6,0,Fri,Working_day,Clear,0.62,0.6061,0.61,0.1343,11.0,97,108,2023-03-26 04:01:44.335810
4258,2011-07-01,fall,2011,July,7,0,Fri,Working_day,Clear,0.66,0.6212,0.54,0.1045,25.0,218,243,2023-03-26 04:01:44.335810
4259,2011-07-01,fall,2011,July,8,0,Fri,Working_day,Clear,0.7,0.6364,0.42,0.1642,39.0,453,492,2023-03-26 04:01:44.335810
4260,2011-07-01,fall,2011,July,9,0,Fri,Working_day,Clear,0.74,0.6515,0.35,0.1642,58.0,202,260,2023-03-26 04:01:44.335810
4261,2011-07-01,fall,2011,July,10,0,Fri,Working_day,Clear,0.76,0.6667,0.33,0.1642,61.0,109,170,2023-03-26 04:01:44.335810
4262,2011-07-01,fall,2011,July,11,0,Fri,Working_day,Clear,0.8,0.697,0.26,0.0,68.0,146,214,2023-03-26 04:01:44.335810
4263,2011-07-01,fall,2011,July,12,0,Fri,Working_day,Clear,0.8,0.697,0.26,0.0,83.0,180,263,2023-03-26 04:01:44.335810
4264,2011-07-01,fall,2011,July,13,0,Fri,Working_day,Clear,0.8,0.6818,0.24,0.0,83.0,209,292,2023-03-26 04:01:44.335810
4265,2011-07-01,fall,2011,July,14,0,Fri,Working_day,Clear,0.82,0.697,0.23,0.194,78.0,225,303,2023-03-26 04:01:44.335810
4266,2011-07-01,fall,2011,July,15,0,Fri,Working_day,Clear,0.82,0.697,0.21,0.2537,82.0,299,381,2023-03-26 04:01:44.335810
4267,2011-07-01,fall,2011,July,16,0,Fri,Working_day,Clear,0.82,0.697,0.17,0.0,85.0,342,427,2023-03-26 04:01:44.335810
4268,2011-07-01,fall,2011,July,17,0,Fri,Working_day,Clear,0.82,0.697,0.21,0.194,99.0,362,461,2023-03-26 04:01:44.335810
4269,2011-07-01,fall,2011,July,18,0,Fri,Working_day,Clear,0.8,0.6818,0.24,0.2537,98.0,324,422,2023-03-26 04:01:44.335810
4270,2011-07-01,fall,2011,July,19,0,Fri,Working_day,Clear,0.78,0.6667,0.25,0.194,80.0,238,318,2023-03-26 04:01:44.335810
4271,2011-07-01,fall,2011,July,20,0,Fri,Working_day,Clear,0.72,0.6515,0.42,0.2239,84.0,185,269,2023-03-26 04:01:44.335810
4272,2011-07-01,fall,2011,July,21,0,Fri,Working_day,Clear,0.7,0.6364,0.45,0.194,69.0,149,218,2023-03-26 04:01:44.335810
4273,2011-07-01,fall,2011,July,22,0,Fri,Working_day,Clear,0.7,0.6364,0.42,0.0,49.0,173,222,2023-03-26 04:01:44.335810
4274,2011-07-01,fall,2011,July,23,0,Fri,Working_day,Clear,0.68,0.6364,0.47,0.0896,44.0,96,140,2023-03-26 04:01:44.335810
4275,2011-07-02,fall,2011,July,0,0,Sat,Holyday,Clear,0.68,0.6364,0.47,0.0896,31.0,84,115,2023-03-26 04:01:44.335810
4276,2011-07-02,fall,2011,July,1,0,Sat,Holyday,Clear,0.66,0.6212,0.54,0.0,20.0,58,78,2023-03-26 04:01:44.335810
4277,2011-07-02,fall,2011,July,2,0,Sat,Holyday,Clear,0.64,0.6212,0.53,0.0,9.0,43,52,2023-03-26 04:01:44.335810
4278,2011-07-02,fall,2011,July,3,0,Sat,Holyday,Clear,0.64,0.6212,0.53,0.0,5.0,21,26,2023-03-26 04:01:44.335810
4279,2011-07-02,fall,2011,July,4,0,Sat,Holyday,Clear,0.62,0.6061,0.61,0.0,3.0,8,11,2023-03-26 04:01:44.335810
4280,2011-07-02,fall,2011,July,5,0,Sat,Holyday,Clear,0.58,0.5455,0.73,0.1045,1.0,13,14,2023-03-26 04:01:44.335810
4281,2011-07-02,fall,2011,July,6,0,Sat,Holyday,Clear,0.62,0.6061,0.69,0.1045,11.0,21,32,2023-03-26 04:01:44.335810
4282,2011-07-02,fall,2011,July,7,0,Sat,Holyday,Clear,0.64,0.6061,0.65,0.0,10.0,35,45,2023-03-26 04:01:44.335810
4283,2011-07-02,fall,2011,July,8,0,Sat,Holyday,Clear,0.68,0.6364,0.57,0.0,38.0,94,132,2023-03-26 04:01:44.335810
4284,2011-07-02,fall,2011,July,9,0,Sat,Holyday,Clear,0.74,0.6667,0.51,0.0896,55.0,124,179,2023-03-26 04:01:44.335810
4285,2011-07-02,fall,2011,July,10,0,Sat,Holyday,Clear,0.8,0.7121,0.36,0.0,103.0,168,271,2023-03-26 04:01:44.335810
4286,2011-07-02,fall,2011,July,11,0,Sat,Holyday,Clear,0.8,0.7121,0.36,0.0896,144.0,213,357,2023-03-26 04:01:44.335810
4287,2011-07-02,fall,2011,July,12,0,Sat,Holyday,Clear,0.82,0.7121,0.3,0.1343,142.0,232,374,2023-03-26 04:01:44.335810
4288,2011-07-02,fall,2011,July,13,0,Sat,Holyday,Clear,0.82,0.7121,0.3,0.1045,178.0,226,404,2023-03-26 04:01:44.335810
4289,2011-07-02,fall,2011,July,14,0,Sat,Holyday,Clear,0.84,0.7121,0.2,0.0,177.0,215,392,2023-03-26 04:01:44.335810
4290,2011-07-02,fall,2011,July,15,0,Sat,Holyday,Clear,0.86,0.7273,0.19,0.1642,168.0,163,331,2023-03-26 04:01:44.335810
4291,2011-07-02,fall,2011,July,16,0,Sat,Holyday,Clear,0.88,0.7424,0.22,0.2239,206.0,192,398,2023-03-26 04:01:44.335810
4292,2011-07-02,fall,2011,July,17,0,Sat,Holyday,Clear,0.84,0.7273,0.3,0.2239,179.0,170,349,2023-03-26 04:01:44.335810
4293,2011-07-02,fall,2011,July,18,0,Sat,Holyday,Clear,0.82,0.7121,0.3,0.2836,193.0,190,383,2023-03-26 04:01:44.335810
4294,2011-07-02,fall,2011,July,19,0,Sat,Holyday,Clear,0.8,0.697,0.33,0.2239,156.0,149,305,2023-03-26 04:01:44.335810
4295,2011-07-02,fall,2011,July,20,0,Sat,Holyday,Clear,0.76,0.6818,0.45,0.2836,136.0,148,284,2023-03-26 04:01:44.335810
4296,2011-07-02,fall,2011,July,21,0,Sat,Holyday,Clear,0.74,0.6667,0.48,0.194,95.0,137,232,2023-03-26 04:01:44.335810
4297,2011-07-02,fall,2011,July,22,0,Sat,Holyday,Clear,0.72,0.6667,0.51,0.1642,78.0,123,201,2023-03-26 04:01:44.335810
4298,2011-07-02,fall,2011,July,23,0,Sat,Holyday,Clear,0.72,0.6667,0.54,0.2836,66.0,88,154,2023-03-26 04:01:44.335810
4299,2011-07-03,fall,2011,July,0,0,Sun,Holyday,Clear,0.7,0.6515,0.58,0.2239,47.0,97,144,2023-03-26 04:01:44.335810
4300,2011-07-03,fall,2011,July,1,0,Sun,Holyday,Mist,0.7,0.6515,0.61,0.1642,23.0,55,78,2023-03-26 04:01:44.335810
4301,2011-07-03,fall,2011,July,2,0,Sun,Holyday,Clear,0.7,0.6515,0.58,0.194,19.0,50,69,2023-03-26 04:01:44.335810
4302,2011-07-03,fall,2011,July,3,0,Sun,Holyday,Light Snow,0.68,0.6364,0.65,0.0896,8.0,25,33,2023-03-26 04:01:44.335810
4303,2011-07-03,fall,2011,July,4,0,Sun,Holyday,Light Snow,0.68,0.6364,0.65,0.0896,3.0,2,5,2023-03-26 04:01:44.335810
4304,2011-07-03,fall,2011,July,5,0,Sun,Holyday,Light Snow,0.62,0.5758,0.83,0.194,0.0,1,1,2023-03-26 04:01:44.335810
4305,2011-07-03,fall,2011,July,6,0,Sun,Holyday,Mist,0.62,0.5455,0.94,0.0896,0.0,3,3,2023-03-26 04:01:44.335810
4306,2011-07-03,fall,2011,July,7,0,Sun,Holyday,Mist,0.64,0.5758,0.89,0.194,3.0,22,25,2023-03-26 04:01:44.335810
4307,2011-07-03,fall,2011,July,8,0,Sun,Holyday,Clear,0.68,0.6364,0.79,0.2239,39.0,53,92,2023-03-26 04:01:44.335810
4308,2011-07-03,fall,2011,July,9,0,Sun,Holyday,Clear,0.7,0.6667,0.74,0.2537,82.0,99,181,2023-03-26 04:01:44.335810
4309,2011-07-03,fall,2011,July,10,0,Sun,Holyday,Clear,0.74,0.697,0.66,0.1642,131.0,133,264,2023-03-26 04:01:44.335810
4310,2011-07-03,fall,2011,July,11,0,Sun,Holyday,Clear,0.76,0.7121,0.62,0.1045,215.0,175,390,2023-03-26 04:01:44.335810
4311,2011-07-03,fall,2011,July,12,0,Sun,Holyday,Clear,0.8,0.7576,0.55,0.1045,198.0,206,404,2023-03-26 04:01:44.335810
